Belegnummer;Position;Teil;Variante;Rückmeldenummer;Auftragsstatus;Auftragskennung;Serviceteil;Service Part Mat;Service Part (Costs);Menge;Mengeneinheit;Seriennummer;SNRArt;Prozess;Kostenträger;Object Material;Object Costs;Wunschtermin;Herkunftsbelegart;Schlüssel;Einzelpreis;Fakturakennzeichen;wertm R/Z;wm Rab-/ZuArt;wertm R/Z 2;wm Rab-/ZuArt 2;% R/Z;% Rab-/ZuArt;% R/Z 2;% Rab-/ZuArt 2;% R/Z 3;% Rab-/ZuArt 3;Einzelpreis Mat;Berechnung Mat;wertm R/Z Mat;wm Rab-/ZuArt;wertm R/Z Mat 2;wm Rab-/ZuArt 2;% R/Z;% Rab-/ZuArt;% R/Z 2;% Rab-/ZuArt 2;% R/Z 3;% Rab-/ZuArt 3;Einzelpreis Kosten;Berechnung Ko;wertm R/Z Ko;wm Rab-/ZuArt;wertm R/Z Ko 2;wm Rab-/ZuArt 2;% R/Z;% Rab-/ZuArt;% R/Z 2;% Rab-/ZuArt 2;% R/Z 3;% Rab-/ZuArt 3;steuerfrei;abw Besteuerung;steuerpfl Betrag1;steuerpfl Betrag2;steuerpfl Betrag3;steuerpfl Betrag4;steuerpfl Betrag5;steuerpfl Betrag6;Steuerbetrag1;Steuerbetrag2;Steuerbetrag3;Steuerbetrag4;Steuerbetrag5;Steuerbetrag6;Steuerbasis;Steuersatz1;Steuersatz2;Steuersatz3;Steuersatz4;Steuersatz5;Steuersatz6;stf MatPausch;abwBst MatPausch;stpflBtr MatPausch1;stpflBtr MatPausch2;stpflBtr MatPausch3;stpflBtr MatPausch4;stpflBtr MatPausch5;stpflBtr MatPausch6;StBtr MatPausch1;StBtr MatPausch2;StBtr MatPausch3;StBtr MatPausch4;StBtr MatPausch5;StBtr MatPausch6;StBas MatPausch;StSatz MatPausch1;StSatz MatPausch2;StSatz MatPausch3;StSatz MatPausch4;StSatz MatPausch5;StSatz MatPausch6;stf KoPausch;abwBst KoPausch;stpflBtr KoPausch1;stpflBtr KoPausch2;stpflBtr KoPausch3;stpflBtr KoPausch4;stpflBtr KoPausch5;stpflBtr KoPausch6;StBtr KoPausch1;StBtr KoPausch2;StBtr KoPausch3;StBtr KoPausch4;StBtr KoPausch5;StBtr KoPausch6;StBas KoPausch;StSatz KoPausch1;StSatz KoPausch2;StSatz KoPausch3;StSatz KoPausch4;StSatz KoPausch5;StSatz KoPausch6
0;1;;;0;B;0;;;;0;0;;;;;;;today;?;;0;0;0;;0;;0;;0;;0;;0;0;0;;0;;0;;0;;0;;0;0;0;;0;;0;;0;;0;;?;?;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;?;?;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;?;?;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Column;Column Name;Description / Remark;Location in proALPHA;Data Type;Format
55;% Rab-/ZuArt 2;Type % Discount/Surcharge 2 Costs;VS_AuftragPos.Kost_proz_RZ_Art_2;CHARACTER;x(3);
56;% R/Z 3;% Discount/Surcharge 3 Costs;VS_AuftragPos.Kost_proz_RZ_3;DECIMAL;-z9.99%;
57;% Rab-/ZuArt 3;Type % Discount/Surcharge 3 Costs;VS_AuftragPos.Kost_proz_RZ_Art_3;CHARACTER;x(3);
58;steuerfrei;Tax-Free;VS_AuftragPos.USTax_TaxFree;LOGICAL;ja/nein;
59;abw Besteuerung;Different Taxation;VS_AuftragPos.USTax_Override;LOGICAL;ja/nein;
60;steuerpfl Betrag1;Taxable Amount1;VS_AuftragPos.USTax_TaxableAmount;DECIMAL;z,zzz,zzz,zz9.99-;
61;steuerpfl Betrag2;Taxable Amount2;VS_AuftragPos.USTax_TaxableAmount;DECIMAL;z,zzz,zzz,zz9.99-;
62;steuerpfl Betrag3;Taxable Amount3;VS_AuftragPos.USTax_TaxableAmount;DECIMAL;z,zzz,zzz,zz9.99-;
63;steuerpfl Betrag4;Taxable Amount4;VS_AuftragPos.USTax_TaxableAmount;DECIMAL;z,zzz,zzz,zz9.99-;
64;steuerpfl Betrag5;Taxable Amount5;VS_AuftragPos.USTax_TaxableAmount;DECIMAL;z,zzz,zzz,zz9.99-;
65;steuerpfl Betrag6;Taxable Amount6;VS_AuftragPos.USTax_TaxableAmount;DECIMAL;z,zzz,zzz,zz9.99-;
66;Steuerbetrag1;Tax Amount1;VS_AuftragPos.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
67;Steuerbetrag2;Tax Amount2;VS_AuftragPos.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
68;Steuerbetrag3;Tax Amount3;VS_AuftragPos.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
69;Steuerbetrag4;Tax Amount4;VS_AuftragPos.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
70;Steuerbetrag5;Tax Amount5;VS_AuftragPos.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
71;Steuerbetrag6;Tax Amount6;VS_AuftragPos.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
72;Steuerbasis;Tax Basis;VS_AuftragPos.USTax_TaxBase;DECIMAL;zzz,zzz,zz9.99-;
73;Steuersatz1;Tax Rate1;VS_AuftragPos.USTax_TaxRate;DECIMAL;z9.999999%;
74;Steuersatz2;Tax Rate2;VS_AuftragPos.USTax_TaxRate;DECIMAL;z9.999999%;
75;Steuersatz3;Tax Rate3;VS_AuftragPos.USTax_TaxRate;DECIMAL;z9.999999%;
76;Steuersatz4;Tax Rate4;VS_AuftragPos.USTax_TaxRate;DECIMAL;z9.999999%;
77;Steuersatz5;Tax Rate5;VS_AuftragPos.USTax_TaxRate;DECIMAL;z9.999999%;
78;Steuersatz6;Tax Rate6;VS_AuftragPos.USTax_TaxRate;DECIMAL;z9.999999%;
79;stf MatPausch;Tax-Free Material;VS_AuftragPos.USTax_Mat_TaxFree;LOGICAL;ja/nein;
80;abwBst MatPausch;Different Taxation Material;VS_AuftragPos.USTax_Mat_Override;LOGICAL;ja/nein;
81;stpflBtr MatPausch1;Taxable Amount Material1;VS_AuftragPos.USTax_Mat_TaxableAmount;DECIMAL;z,zzz,zzz,zz9.99-;
82;stpflBtr MatPausch2;Taxable Amount Material2;VS_AuftragPos.USTax_Mat_TaxableAmount;DECIMAL;z,zzz,zzz,zz9.99-;
83;stpflBtr MatPausch3;Taxable Amount Material3;VS_AuftragPos.USTax_Mat_TaxableAmount;DECIMAL;z,zzz,zzz,zz9.99-;
84;stpflBtr MatPausch4;Taxable Amount Material4;VS_AuftragPos.USTax_Mat_TaxableAmount;DECIMAL;z,zzz,zzz,zz9.99-;
85;stpflBtr MatPausch5;Taxable Amount Material5;VS_AuftragPos.USTax_Mat_TaxableAmount;DECIMAL;z,zzz,zzz,zz9.99-;
86;stpflBtr MatPausch6;Taxable Amount Material6;VS_AuftragPos.USTax_Mat_TaxableAmount;DECIMAL;z,zzz,zzz,zz9.99-;
87;StBtr MatPausch1;Tax Amount Material1;VS_AuftragPos.USTax_Mat_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
88;StBtr MatPausch2;Tax Amount Material2;VS_AuftragPos.USTax_Mat_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
89;StBtr MatPausch3;Tax Amount Material3;VS_AuftragPos.USTax_Mat_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
90;StBtr MatPausch4;Tax Amount Material4;VS_AuftragPos.USTax_Mat_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
91;StBtr MatPausch5;Tax Amount Material5;VS_AuftragPos.USTax_Mat_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
92;StBtr MatPausch6;Tax Amount Material6;VS_AuftragPos.USTax_Mat_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
93;StBas MatPausch;Tax Basis Material;VS_AuftragPos.USTax_Mat_TaxBase;DECIMAL;zzz,zzz,zz9.99-;
94;StSatz MatPausch1;Tax Rate Material1;VS_AuftragPos.USTax_Mat_TaxRate;DECIMAL;z9.999999%;
95;StSatz MatPausch2;Tax Rate Material2;VS_AuftragPos.USTax_Mat_TaxRate;DECIMAL;z9.999999%;
96;StSatz MatPausch3;Tax Rate Material3;VS_AuftragPos.USTax_Mat_TaxRate;DECIMAL;z9.999999%;
97;StSatz MatPausch4;Tax Rate Material4;VS_AuftragPos.USTax_Mat_TaxRate;DECIMAL;z9.999999%;
98;StSatz MatPausch5;Tax Rate Material5;VS_AuftragPos.USTax_Mat_TaxRate;DECIMAL;z9.999999%;
99;StSatz MatPausch6;Tax Rate Material6;VS_AuftragPos.USTax_Mat_TaxRate;DECIMAL;z9.999999%;
100;stf KoPausch;Tax-Free Costs;VS_AuftragPos.USTax_Cost_TaxFree;LOGICAL;ja/nein;
101;abwBst KoPausch;Different Taxation Cost;VS_AuftragPos.USTax_Cost_Override;LOGICAL;ja/nein;
102;stpflBtr KoPausch1;Taxable Amount Costs1;VS_AuftragPos.USTax_Cost_TaxableAmount;DECIMAL;z,zzz,zzz,zz9.99-;
103;stpflBtr KoPausch2;Taxable Amount Costs2;VS_AuftragPos.USTax_Cost_TaxableAmount;DECIMAL;z,zzz,zzz,zz9.99-;
104;stpflBtr KoPausch3;Taxable Amount Costs3;VS_AuftragPos.USTax_Cost_TaxableAmount;DECIMAL;z,zzz,zzz,zz9.99-;
105;stpflBtr KoPausch4;Taxable Amount Costs4;VS_AuftragPos.USTax_Cost_TaxableAmount;DECIMAL;z,zzz,zzz,zz9.99-;
106;stpflBtr KoPausch5;Taxable Amount Costs5;VS_AuftragPos.USTax_Cost_TaxableAmount;DECIMAL;z,zzz,zzz,zz9.99-;
107;stpflBtr KoPausch6;Taxable Amount Costs6;VS_AuftragPos.USTax_Cost_TaxableAmount;DECIMAL;z,zzz,zzz,zz9.99-;
108;StBtr KoPausch1;Tax Amount Costs1;VS_AuftragPos.USTax_Cost_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
109;StBtr KoPausch2;Tax Amount Costs2;VS_AuftragPos.USTax_Cost_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
110;StBtr KoPausch3;Tax Amount Costs3;VS_AuftragPos.USTax_Cost_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
111;StBtr KoPausch4;Tax Amount Costs4;VS_AuftragPos.USTax_Cost_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
112;StBtr KoPausch5;Tax Amount Costs5;VS_AuftragPos.USTax_Cost_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
113;StBtr KoPausch6;Tax Amount Costs6;VS_AuftragPos.USTax_Cost_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
114;StBas KoPausch;Tax Basis Costs;VS_AuftragPos.USTax_Cost_TaxBase;DECIMAL;zzz,zzz,zz9.99-;
115;StSatz KoPausch1;Tax Rate Costs1;VS_AuftragPos.USTax_Cost_TaxRate;DECIMAL;z9.999999%;
116;StSatz KoPausch2;Tax Rate Costs2;VS_AuftragPos.USTax_Cost_TaxRate;DECIMAL;z9.999999%;
117;StSatz KoPausch3;Tax Rate Costs3;VS_AuftragPos.USTax_Cost_TaxRate;DECIMAL;z9.999999%;
118;StSatz KoPausch4;Tax Rate Costs4;VS_AuftragPos.USTax_Cost_TaxRate;DECIMAL;z9.999999%;
119;StSatz KoPausch5;Tax Rate Costs5;VS_AuftragPos.USTax_Cost_TaxRate;DECIMAL;z9.999999%;
120;StSatz KoPausch6;Tax Rate Costs6;VS_AuftragPos.USTax_Cost_TaxRate;DECIMAL;z9.999999%;
