Belegnummer;Position;Teil;Variante;Menge;Mengeneinheit;Lagerort;Lieferbedingung;Gewicht;Verpackungsgewicht;Wunschtermin;Liefertermin;Transportzeit;Zeiteinheit tt;Bezeichnung1;Bezeichnung2;Bezeichnung3;Bezeichnung4;Einzelpreis;wertm R/Z;wertm R/Z 2;wm Rab-/ZuArt;wm Rab-/ZuArt 2;% R/Z;% R/Z 2;% R/Z 3;% Rab-/ZuArt;% Rab-/ZuArt 2;% Rab-/ZuArt 3;Pos ignorieren;Regime;Lagerbewegung;Storniert;Stornierte Pos;Korrigiert;Korrigierte Pos;EKAER-Transporttyp;Korrigiert;Korrigierte Pos;Lagerbewegung;Storniert;Stornierte Pos;abw Besteuerung;steuerpfl Betrag1;steuerpfl Betrag2;steuerpfl Betrag3;steuerpfl Betrag4;steuerpfl Betrag5;steuerpfl Betrag6;Steuerbetrag1;Steuerbetrag2;Steuerbetrag3;Steuerbetrag4;Steuerbetrag5;Steuerbetrag6;Steuerbasis;steuerfrei;Steuersatz1;Steuersatz2;Steuersatz3;Steuersatz4;Steuersatz5;Steuersatz6
0;1;;;0;0;?;0;0;0;today;?;0;4;;;;;0;0;0;;;0;0;0;;;;no;0;yes;no;0;no;0;S;no;0;yes;no;0;?;0;0;0;0;0;0;0;0;0;0;0;0;0;?;0;0;0;0;0;0
Column;Column Name;Description / Remark;Location in proALPHA;Data Type;Format
22;wm Rab-/ZuArt;Type of Value Discount/Surcharge 1;V_BELEGPOS.wert_rz_art_1;CHARACTER;x(3);
23;wm Rab-/ZuArt 2;Type of Value Discount/Surcharge 2;V_BELEGPOS.wert_rz_art_2;CHARACTER;x(3);
24;% R/Z;Percentage Discount/Surcharge 1;V_BELEGPOS.proz_rz_1;DECIMAL;-z9.99%;
25;% R/Z 2;Percentage Discount/Surcharge 2;V_BELEGPOS.proz_rz_2;DECIMAL;-z9.99%;
26;% R/Z 3;Percentage Discount/Surcharge 3;V_BELEGPOS.proz_rz_3;DECIMAL;-z9.99%;
27;% Rab-/ZuArt;Type of Percentage Discount/Surcharge 1;V_BELEGPOS.proz_rz_art_1;CHARACTER;x(3);
28;% Rab-/ZuArt 2;Type of Percentage Discount/Surcharge 2;V_BELEGPOS.proz_rz_art_2;CHARACTER;x(3);
29;% Rab-/ZuArt 3;Type of Percentage Discount/Surcharge 3;V_BELEGPOS.proz_rz_art_3;CHARACTER;x(3);
30;Pos ignorieren;Ignore in Intra-EU Trade Statistics;V_BelegPos.F_IgnoreITS;LOGICAL;ja  /nein;
31;Regime;Regime;V_BelegPos.F_Regime;INTEGER;99;
32;Lagerbewegung;Movement;V_BelegPos.H_BackToStock;LOGICAL;ja  /nein;
33;Storniert;Canceled;V_BelegPos.H_Cancelled;LOGICAL;ja  /nein;
34;Stornierte Pos;Canceled Line;V_BelegPos.H_CancelledLine;DECIMAL;>>9.9;
35;Korrigiert;Corrected;V_BelegPos.H_Corrected;LOGICAL;ja  /nein;
36;Korrigierte Pos;Corrected Line;V_BelegPos.H_CorrectedLine;DECIMAL;>>9.9;
37;EKAER-Transporttyp;EKÁER Type of Transport;V_BelegPos.H_EKAER_TransType;CHARACTER;x(1);
38;Korrigiert;Corrected;V_BelegPos.P_Korrigiert;LOGICAL;ja  /nein;
39;Korrigierte Pos;Corrected Line;V_BelegPos.P_KorrigiertePos;DECIMAL;>>9.9;
40;Lagerbewegung;Movement;V_BelegPos.P_LagerZurucklegen;LOGICAL;ja  /nein;
41;Storniert;Canceled;V_BelegPos.P_Storniert;LOGICAL;ja  /nein;
42;Stornierte Pos;Canceled Line;V_BelegPos.P_StorniertePos;DECIMAL;>>9.9;
43;abw Besteuerung;Different Taxation;V_BelegPos.USTax_Override;LOGICAL;ja/nein;
44;steuerpfl Betrag1;Taxable Amount1;V_BelegPos.USTax_TaxableAmount;DECIMAL;z,zzz,zzz,zz9.99-;
45;steuerpfl Betrag2;Taxable Amount2;V_BelegPos.USTax_TaxableAmount;DECIMAL;z,zzz,zzz,zz9.99-;
46;steuerpfl Betrag3;Taxable Amount3;V_BelegPos.USTax_TaxableAmount;DECIMAL;z,zzz,zzz,zz9.99-;
47;steuerpfl Betrag4;Taxable Amount4;V_BelegPos.USTax_TaxableAmount;DECIMAL;z,zzz,zzz,zz9.99-;
48;steuerpfl Betrag5;Taxable Amount5;V_BelegPos.USTax_TaxableAmount;DECIMAL;z,zzz,zzz,zz9.99-;
49;steuerpfl Betrag6;Taxable Amount6;V_BelegPos.USTax_TaxableAmount;DECIMAL;z,zzz,zzz,zz9.99-;
50;Steuerbetrag1;Tax Amount1;V_BelegPos.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
51;Steuerbetrag2;Tax Amount2;V_BelegPos.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
52;Steuerbetrag3;Tax Amount3;V_BelegPos.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
53;Steuerbetrag4;Tax Amount4;V_BelegPos.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
54;Steuerbetrag5;Tax Amount5;V_BelegPos.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
55;Steuerbetrag6;Tax Amount6;V_BelegPos.USTax_TaxAmount;DECIMAL;zzz,zzz,zz9.99-;
56;Steuerbasis;Tax Basis;V_BelegPos.USTax_TaxBase;DECIMAL;zzz,zzz,zz9.99-;
57;steuerfrei;Tax-Free;V_BelegPos.USTax_TaxFree;LOGICAL;ja/nein;
58;Steuersatz1;Tax Rate1;V_BelegPos.USTax_TaxRate;DECIMAL;z9.999999%;
59;Steuersatz2;Tax Rate2;V_BelegPos.USTax_TaxRate;DECIMAL;z9.999999%;
60;Steuersatz3;Tax Rate3;V_BelegPos.USTax_TaxRate;DECIMAL;z9.999999%;
61;Steuersatz4;Tax Rate4;V_BelegPos.USTax_TaxRate;DECIMAL;z9.999999%;
62;Steuersatz5;Tax Rate5;V_BelegPos.USTax_TaxRate;DECIMAL;z9.999999%;
63;Steuersatz6;Tax Rate6;V_BelegPos.USTax_TaxRate;DECIMAL;z9.999999%;
